"Industry Sector","Type of Employee","Quarter","Statistic Label","UNIT","VALUE"
"Transportable Goods Industries (NACE 1-3)","All Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","480.49"
"Transportable Goods Industries (NACE 1-3)","All Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","483.83"
"Transportable Goods Industries (NACE 1-3)","All Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","499.72"
"Transportable Goods Industries (NACE 1-3)","All Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","502.33"
"Transportable Goods Industries (NACE 1-3)","All Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","515.16"
"Transportable Goods Industries (NACE 1-3)","All Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","523.32"
"Transportable Goods Industries (NACE 1-3)","All Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","545.15"
"Transportable Goods Industries (NACE 1-3)","All Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","553.75"
"Transportable Goods Industries (NACE 1-3)","All Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","560.88"
"Transportable Goods Industries (NACE 1-3)","All Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","555.48"
"Transportable Goods Industries (NACE 1-3)","All Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","564.38"
"Transportable Goods Industries (NACE 1-3)","All Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","575.25"
"Transportable Goods Industries (NACE 1-3)","All Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","592.36"
"Transportable Goods Industries (NACE 1-3)","All Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","594.3"
"Transportable Goods Industries (NACE 1-3)","All Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","605.49"
"Transportable Goods Industries (NACE 1-3)","All Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","606.5"
"Transportable Goods Industries (NACE 1-3)","All Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","621.06"
"Transportable Goods Industries (NACE 1-3)","All Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","624.02"
"Transportable Goods Industries (NACE 1-3)","All Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","636.27"
"Transportable Goods Industries (NACE 1-3)","All Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","637.7"
"Transportable Goods Industries (NACE 1-3)","All Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","649.49"
"Transportable Goods Industries (NACE 1-3)","All Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","658.79"
"Transportable Goods Industries (NACE 1-3)","All Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","659.33"
"Transportable Goods Industries (NACE 1-3)","All Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","659.57"
"Transportable Goods Industries (NACE 1-3)","All Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","672.94"
"Transportable Goods Industries (NACE 1-3)","All Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","667.34"
"Transportable Goods Industries (NACE 1-3)","All Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","676.88"
"Transportable Goods Industries (NACE 1-3)","All Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","682.28"
"Transportable Goods Industries (NACE 1-3)","All Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","698.95"
"Transportable Goods Industries (NACE 1-3)","All Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","707.27"
"Transportable Goods Industries (NACE 1-3)","All Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","714.18"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1995Q3","Average Weekly Earnings (Euro)","Euro",""
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","525.27"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","527.37"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","528.43"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","526.7"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","537.63"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","548.77"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","549.23"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1997Q3","Average Weekly Earnings (Euro)","Euro","554.85"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1997Q4","Average Weekly Earnings (Euro)","Euro","570.58"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1998Q1","Average Weekly Earnings (Euro)","Euro","575.23"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1998Q2","Average Weekly Earnings (Euro)","Euro","583.88"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1998Q3","Average Weekly Earnings (Euro)","Euro","582.61"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1998Q4","Average Weekly Earnings (Euro)","Euro","585.91"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1999Q1","Average Weekly Earnings (Euro)","Euro","597.05"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1999Q2","Average Weekly Earnings (Euro)","Euro","620.86"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","616.72"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","634.23"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","651.47"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","660.24"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","656.59"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","671.53"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","697.28"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","719.67"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","732.06"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","740.33"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","730.52"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","741.61"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","743.73"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","770.63"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","781.42"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","781.63"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","782.39"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","799.29"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","816.68"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","820.34"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","823.94"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","835.79"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","853.72"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","846.65"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","844.21"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","864.76"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","861.68"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","864.38"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","870.86"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","883.51"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","908.7"
"Transportable Goods Industries (NACE 1-3)","Clerical and Managerial Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","907.1"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1995Q3","Average Weekly Earnings (Euro)","Euro","403.1"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","408.73"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","411.76"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","415.05"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","416.54"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","428.93"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","431.96"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","437.31"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1997Q3","Average Weekly Earnings (Euro)","Euro","441.89"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1997Q4","Average Weekly Earnings (Euro)","Euro","451.73"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1998Q1","Average Weekly Earnings (Euro)","Euro","460.18"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1998Q2","Average Weekly Earnings (Euro)","Euro","469.12"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1998Q3","Average Weekly Earnings (Euro)","Euro","474.23"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1998Q4","Average Weekly Earnings (Euro)","Euro","476.81"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1999Q1","Average Weekly Earnings (Euro)","Euro","489.07"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1999Q2","Average Weekly Earnings (Euro)","Euro","510.36"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","507.64"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","524.78"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","543.84"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","554.19"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","548.91"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","554.19"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","567.07"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","584.77"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","592.75"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","595.35"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","599.93"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","612.31"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","613.65"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","637.7"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","639.52"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","639.5"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","641.76"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","656.79"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","669.32"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","672.22"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","678.78"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","691.65"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","704.89"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","700.74"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","697.59"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","713.41"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","717.43"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","720.17"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","722.42"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","730.61"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","755.07"
"Transportable Goods Industries (NACE 1-3)","Clerical Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","758.82"
"Transportable Goods Industries (NACE 1-3)","Managerial Employees","1995Q3","Average Weekly Earnings (Euro)","Euro","625.12"
"Transportable Goods Industries (NACE 1-3)","Managerial Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","637.7"
"Transportable Goods Industries (NACE 1-3)","Managerial Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","642.69"
