"Statistic Label","Broad Nationality Group","Sex","Industry Sector NACE Rev 2","Year","UNIT","VALUE"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of households as employers; producing activities of households for own use (T)","2015","Number","231"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of households as employers; producing activities of households for own use (T)","2016","Number","209"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of households as employers; producing activities of households for own use (T)","2017","Number","206"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of households as employers; producing activities of households for own use (T)","2018","Number","241"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2005","Number","6"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2006","Number","19"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2007","Number","20"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2008","Number","29"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2009","Number","32"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2010","Number","29"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2011","Number","33"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2012","Number","29"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2013","Number","28"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2014","Number","36"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2015","Number","35"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2016","Number","43"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2017","Number","36"
"Foreign Nationals in Employment","All nationalities","Both sexes","Activities of extraterritorial organisations and bodies (U)","2018","Number","45"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2005","Number","234903"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2006","Number","334357"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2007","Number","416897"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2008","Number","418750"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2009","Number","343108"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2010","Number","310371"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2011","Number","303792"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2012","Number","306550"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2013","Number","320308"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2014","Number","342354"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2015","Number","374466"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2016","Number","410939"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2017","Number","447416"
"Foreign Nationals in Employment","All nationalities","Both sexes","All NACE economic sectors","2018","Number","491639"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2005","Number","9456"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2006","Number","8401"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2007","Number","6978"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2008","Number","5579"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2009","Number","6819"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2010","Number","5713"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2011","Number","5039"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2012","Number","5338"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2013","Number","13389"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2014","Number","19168"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2015","Number","33448"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2016","Number","14925"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2017","Number","17316"
"Foreign Nationals in Employment","All nationalities","Both sexes","Employer NACE not known","2018","Number","15540"
"Foreign Nationals in Employment","All nationalities","Male","Agriculture, forestry and fishing (A)","2005","Number","2907"
"Foreign Nationals in Employment","All nationalities","Male","Agriculture, forestry and fishing (A)","2006","Number","3622"
"Foreign Nationals in Employment","All nationalities","Male","Agriculture, forestry and fishing (A)","2007","Number","4054"
"Foreign Nationals in Employment","All nationalities","Male","Agriculture, forestry and fishing (A)","2008","Number","4134"
"Foreign Nationals in Employment","All nationalities","Male","Agriculture, forestry and fishing (A)","2009","Number","3569"
"Foreign Nationals in Employment","All nationalities","Male","Agriculture, forestry and fishing (A)","2010","Number","3260"
"Foreign Nationals in Employment","All nationalities","Male","Agriculture, forestry and fishing (A)","2011","Number","3169"
"Foreign Nationals in Employment","All nationalities","Male","Agriculture, forestry and fishing (A)","2012","Number","3180"
"Foreign Nationals in Employment","All nationalities","Male","Agriculture, forestry and fishing (A)","2013","Number","3240"
"Foreign Nationals in Employment","All nationalities","Male","Agriculture, forestry and fishing (A)","2014","Number","3422"
"Foreign Nationals in Employment","All nationalities","Male","Agriculture, forestry and fishing (A)","2015","Number","3631"
